votdst,GEOID20,TAPERSONS,total_TAPERSONS,fraction
2276,530330026001002,28,587,0.04770017035775128
2276,530330026001009,14,587,0.02385008517887564
2276,530330026001011,75,587,0.12776831345826234
2276,530330026001012,83,587,0.141396933560477
2276,530330026001013,83,587,0.141396933560477
2276,530330026001014,91,587,0.15502555366269166
2277,530330026001005,23,845,0.027218934911242602
2277,530330026001006,35,845,0.04142011834319527
2277,530330026001007,61,845,0.07218934911242604
2277,530330026001010,66,845,0.07810650887573964
2277,530330026001015,79,845,0.09349112426035502
2277,530330026001016,72,845,0.08520710059171598
2277,530330026001017,100,845,0.11834319526627218
2277,530330026002000,90,845,0.10650887573964497
2277,530330026002001,105,845,0.1242603550295858
2277,530330026002002,43,845,0.05088757396449704
2277,530330026002003,84,845,0.09940828402366864
2277,530330026002004,87,845,0.10295857988165681
2280,530330027001000,63,866,0.07274826789838337
2280,530330027001006,77,866,0.08891454965357967
2280,530330027001007,62,866,0.07159353348729793
2280,530330027001008,76,866,0.08775981524249422
2280,530330027001013,57,866,0.06581986143187067
2280,530330027001014,66,866,0.07621247113163972
2280,530330027001015,86,866,0.09930715935334873
2280,530330027001016,45,866,0.05196304849884527
2280,530330027001017,71,866,0.08198614318706697
2280,530330027001019,51,866,0.05889145496535797
2280,530330027001020,36,866,0.04157043879907621
2280,530330027001021,20,866,0.023094688221709007
2280,530330027001023,44,866,0.050808314087759814
2280,530330027001024,11,866,0.012702078521939953
2280,530330027001025,55,866,0.06351039260969978
2280,530330036023001,46,866,0.053117782909930716
2282,530330019001012,83,1143,0.0726159230096238
2282,530330019001013,65,1143,0.0568678915135608
2282,530330019001014,69,1143,0.06036745406824147
2282,530330019001015,70,1143,0.06124234470691164
2282,530330019001016,188,1143,0.16447944006999124
2282,530330019001017,77,1143,0.0673665791776028
2282,530330019001018,97,1143,0.08486439195100612
2282,530330019001019,18,1143,0.015748031496062992
2282,530330020003009,67,1143,0.05861767279090114
2282,530330020003010,88,1143,0.07699037620297462
2282,530330020003011,87,1143,0.07611548556430446
2282,530330020003012,77,1143,0.0673665791776028
2282,530330020003013,157,1143,0.1373578302712161
2283,530330020001010,85,542,0.15682656826568267
2283,530330020001011,90,542,0.16605166051660517
2283,530330020001013,99,542,0.18265682656826568
2283,530330020001014,125,542,0.23062730627306274
2283,530330020001016,15,542,0.027675276752767528
2283,530330020001017,47,542,0.08671586715867159
2283,530330020001018,35,542,0.06457564575645756
2283,530330020001019,46,542,0.08487084870848709
2285,530330021002016,58,435,0.13333333333333333
2285,530330021002019,40,435,0.09195402298850575
2285,530330021003002,62,435,0.1425287356321839
2285,530330021003003,54,435,0.12413793103448276
2285,530330021003004,221,435,0.5080459770114942
2286,530330021001013,56,653,0.08575803981623277
2286,530330021001014,63,653,0.09647779479326186
2286,530330021001015,61,653,0.09341500765696784
2286,530330021001016,61,653,0.09341500765696784
2286,530330021001017,32,653,0.04900459418070444
2286,530330021001018,39,653,0.05972434915773354
2286,530330021001019,83,653,0.12710566615620214
2286,530330021001020,39,653,0.05972434915773354
2286,530330021003000,48,653,0.07350689127105667
2286,530330021003001,48,653,0.07350689127105667
2286,530330021003012,82,653,0.12557427258805512
2286,530330021003013,41,653,0.06278713629402756
2289,530330021001007,74,504,0.14682539682539683
2289,530330021001008,53,504,0.10515873015873016
2289,530330021001009,58,504,0.11507936507936507
2289,530330021001010,72,504,0.14285714285714285
2289,530330021001011,63,504,0.125
2289,530330021001012,62,504,0.12301587301587301
2289,530330021002004,54,504,0.10714285714285714
2289,530330021002009,68,504,0.1349206349206349
2290,530330021002005,70,428,0.16355140186915887
2290,530330021002010,52,428,0.12149532710280374
2290,530330021002011,38,428,0.08878504672897196
2290,530330021002013,57,428,0.13317757009345793
2290,530330021002014,33,428,0.07710280373831775
2290,530330021002015,67,428,0.15654205607476634
2290,530330021002017,48,428,0.11214953271028037
2290,530330021002018,63,428,0.14719626168224298
2291,530330021002012,92,615,0.14959349593495935
2291,530330021003005,221,615,0.359349593495935
2291,530330021003006,166,615,0.26991869918699185
2291,530330021003008,79,615,0.12845528455284552
2291,530330021003009,57,615,0.09268292682926829
2292,530330020001003,114,741,0.15384615384615385
2292,530330020001004,81,741,0.10931174089068826
2292,530330020001006,85,741,0.11470985155195682
2292,530330020001007,72,741,0.09716599190283401
2292,530330020001008,66,741,0.08906882591093117
2292,530330020001009,59,741,0.0796221322537112
2292,530330020001012,127,741,0.17139001349527666
2292,530330020003005,74,741,0.09986504723346828
2292,530330020003006,63,741,0.08502024291497975
2293,530330020002014,68,658,0.1033434650455927
2293,530330020002015,100,658,0.1519756838905775
2293,530330020003001,101,658,0.1534954407294833
2293,530330020003002,114,658,0.17325227963525835
2293,530330020003003,80,658,0.12158054711246201
2293,530330020003004,61,658,0.09270516717325228
2293,530330020003007,58,658,0.08814589665653495
2293,530330020003008,76,658,0.11550151975683891
2295,530330019001003,101,772,0.13082901554404144
2295,530330019001004,91,772,0.11787564766839378
2295,530330019001005,69,772,0.08937823834196891
2295,530330019001006,74,772,0.09585492227979274
2295,530330019001007,100,772,0.12953367875647667
2295,530330019001008,104,772,0.13471502590673576
2295,530330019001009,74,772,0.09585492227979274
2295,530330019001010,76,772,0.09844559585492228
2295,530330019001011,83,772,0.10751295336787564
2296,530330019001000,102,638,0.15987460815047022
2296,530330019001001,71,638,0.11128526645768025
2296,530330019004000,27,638,0.04231974921630094
2296,530330019004001,125,638,0.19592476489028213
2296,530330019004002,37,638,0.05799373040752351
2296,530330019004007,128,638,0.2006269592476489
2296,530330019004008,104,638,0.16300940438871472
2296,530330019004009,44,638,0.06896551724137931
2297,530330020002010,99,350,0.28285714285714286
2297,530330020002016,57,350,0.16285714285714287
2297,530330020002017,72,350,0.2057142857142857
2297,530330020002018,56,350,0.16
2297,530330020002019,66,350,0.18857142857142858
2298,530330020002002,64,484,0.1322314049586777
2298,530330020002003,54,484,0.1115702479338843
2298,530330020002004,121,484,0.25
2298,530330020002005,59,484,0.12190082644628099
2298,530330020002006,31,484,0.0640495867768595
2298,530330020002007,45,484,0.09297520661157024
2298,530330020002008,42,484,0.08677685950413223
2298,530330020002009,31,484,0.0640495867768595
2298,530330020002020,37,484,0.07644628099173553
2299,530330011002013,51,552,0.09239130434782608
2299,530330011002014,28,552,0.050724637681159424
2299,530330020001000,41,552,0.07427536231884058
2299,530330020001001,48,552,0.08695652173913043
2299,530330020001002,69,552,0.125
2299,530330020001005,72,552,0.13043478260869565
2299,530330020002000,20,552,0.036231884057971016
2299,530330020002001,30,552,0.05434782608695652
2299,530330020002011,45,552,0.08152173913043478
2299,530330020002012,38,552,0.06884057971014493
2299,530330020002013,49,552,0.08876811594202899
2299,530330020003000,61,552,0.1105072463768116
2300,530330021001000,33,681,0.048458149779735685
2300,530330021001001,74,681,0.10866372980910426
2300,530330021001002,50,681,0.07342143906020558
2300,530330021001003,243,681,0.3568281938325991
2300,530330021001004,62,681,0.09104258443465492
2300,530330021001005,30,681,0.04405286343612335
2300,530330021001006,117,681,0.17180616740088106
2300,530330021002003,72,681,0.10572687224669604
2302,530330022002002,121,585,0.20683760683760682
2302,530330022002003,116,585,0.19829059829059828
2302,530330022002004,106,585,0.1811965811965812
2302,530330022002005,54,585,0.09230769230769231
2302,530330022002006,59,585,0.10085470085470086
2302,530330022002007,71,585,0.12136752136752137
2302,530330022002009,58,585,0.09914529914529914
2303,530330022001000,197,562,0.3505338078291815
2303,530330022001001,74,562,0.13167259786476868
2303,530330022001016,59,562,0.10498220640569395
2303,530330022001017,51,562,0.09074733096085409
2303,530330022001018,53,562,0.09430604982206406
2303,530330022001019,40,562,0.0711743772241993
2303,530330022001020,56,562,0.099644128113879
2303,530330022001021,32,562,0.05693950177935943
2304,530330009002012,34,422,0.08056872037914692
2304,530330009002016,27,422,0.06398104265402843
2304,530330009002018,61,422,0.14454976303317535
2304,530330009002025,162,422,0.38388625592417064
2304,530330009002026,41,422,0.0971563981042654
2304,530330009002027,44,422,0.10426540284360189
2304,530330009002028,53,422,0.12559241706161137
2305,530330022001002,62,491,0.12627291242362526
2305,530330022001003,47,491,0.09572301425661914
2305,530330022001004,21,491,0.04276985743380855
2305,530330022001007,69,491,0.14052953156822812
2305,530330022001008,21,491,0.04276985743380855
2305,530330022001009,40,491,0.0814663951120163
2305,530330022001010,140,491,0.285132382892057
2305,530330022001011,50,491,0.10183299389002037
2305,530330022001012,41,491,0.0835030549898167
2306,530330022001005,197,404,0.4876237623762376
2306,530330022001006,155,404,0.38366336633663367
2306,530330022001014,52,404,0.12871287128712872
2307,530330010002003,87,475,0.1831578947368421
2307,530330010002004,67,475,0.14105263157894737
2307,530330010002005,144,475,0.3031578947368421
2307,530330010002006,177,475,0.3726315789473684
2308,530330010002000,29,564,0.051418439716312055
2308,530330010002001,172,564,0.3049645390070922
2308,530330010002002,165,564,0.2925531914893617
2308,530330010002007,78,564,0.13829787234042554
2308,530330010002008,120,564,0.2127659574468085
2309,530330011001022,12,511,0.023483365949119372
2309,530330011002009,45,511,0.08806262230919765
2309,530330011002010,51,511,0.09980430528375733
2309,530330011002011,294,511,0.5753424657534246
2309,530330011002012,39,511,0.07632093933463796
2309,530330011002015,44,511,0.08610567514677103
2309,530330011002016,26,511,0.050880626223091974
2310,530330011002003,44,507,0.08678500986193294
2310,530330011002004,32,507,0.0631163708086785
2310,530330011002005,49,507,0.09664694280078895
2310,530330011002006,39,507,0.07692307692307693
2310,530330011002007,64,507,0.126232741617357
2310,530330011002008,279,507,0.5502958579881657
2311,530330012021015,89,711,0.12517580872011252
2311,530330012021016,70,711,0.09845288326300984
2311,530330012022004,85,711,0.11954992967651196
2311,530330012022005,63,711,0.08860759493670886
2311,530330012022006,77,711,0.10829817158931083
2311,530330012022007,69,711,0.0970464135021097
2311,530330012022008,73,711,0.10267229254571027
2311,530330012023003,185,711,0.26019690576652604
2313,530330012011003,336,1113,0.3018867924528302
2313,530330012012000,777,1113,0.6981132075471698
2314,530330012021007,50,445,0.11235955056179775
2314,530330012021008,50,445,0.11235955056179775
2314,530330012021011,208,445,0.46741573033707867
2314,530330012021012,52,445,0.11685393258426967
2314,530330012021013,29,445,0.0651685393258427
2314,530330012021014,56,445,0.1258426966292135
2316,530330011001015,67,643,0.104199066874028
2316,530330011001016,146,643,0.22706065318818042
2316,530330011001017,43,643,0.06687402799377916
2316,530330011001018,28,643,0.04354587869362364
2316,530330011001019,66,643,0.1026438569206843
2316,530330011001020,66,643,0.1026438569206843
2316,530330011002000,69,643,0.10730948678071539
2316,530330011002001,73,643,0.11353032659409021
2316,530330011002002,85,643,0.1321928460342146
2317,530330008002003,96,595,0.16134453781512606
2317,530330008002004,44,595,0.07394957983193277
2317,530330008002005,83,595,0.13949579831932774
2317,530330008002006,93,595,0.15630252100840336
2317,530330008002014,79,595,0.13277310924369748
2317,530330008002015,110,595,0.18487394957983194
2317,530330008002016,90,595,0.15126050420168066
2318,530330008002012,250,374,0.6684491978609626
2318,530330008002013,15,374,0.040106951871657755
2318,530330008002017,109,374,0.2914438502673797
2319,530330009001010,42,683,0.06149341142020498
2319,530330009001011,71,683,0.10395314787701318
2319,530330009001012,33,683,0.048316251830161056
2319,530330009001014,85,683,0.12445095168374817
2319,530330009001015,50,683,0.07320644216691069
2319,530330009001016,24,683,0.03513909224011713
2319,530330009001017,24,683,0.03513909224011713
2319,530330009001018,28,683,0.040995607613469986
2319,530330009002005,96,683,0.14055636896046853
2319,530330009002009,52,683,0.07613469985358712
2319,530330009002010,47,683,0.06881405563689605
2319,530330009002013,30,683,0.043923865300146414
2319,530330009002014,51,683,0.0746705710102489
2319,530330009002015,50,683,0.07320644216691069
2320,530330009001005,281,437,0.6430205949656751
2320,530330009001007,20,437,0.04576659038901602
2320,530330009001013,26,437,0.059496567505720827
2320,530330009002002,97,437,0.2219679633867277
2320,530330009002008,13,437,0.029748283752860413
2321,530330008002000,65,497,0.13078470824949698
2321,530330008002001,61,497,0.1227364185110664
2321,530330008002002,73,497,0.14688128772635814
2321,530330008002007,81,497,0.16297786720321933
2321,530330008002008,46,497,0.0925553319919517
2321,530330008002009,51,497,0.10261569416498995
2321,530330008002010,54,497,0.10865191146881288
2321,530330008002011,66,497,0.13279678068410464
2322,530330010001000,57,976,0.0584016393442623
2322,530330010001002,54,976,0.055327868852459015
2322,530330010001003,112,976,0.11475409836065574
2322,530330010001004,56,976,0.05737704918032787
2322,530330010001005,40,976,0.040983606557377046
2322,530330010001006,251,976,0.257172131147541
2322,530330010001007,205,976,0.21004098360655737
2322,530330010001008,71,976,0.07274590163934426
2322,530330010001009,54,976,0.055327868852459015
2322,530330010001010,76,976,0.0778688524590164
2323,530330011001000,76,974,0.07802874743326489
2323,530330011001001,82,974,0.08418891170431211
2323,530330011001002,62,974,0.06365503080082136
2323,530330011001003,48,974,0.049281314168377825
2323,530330011001004,89,974,0.09137577002053388
2323,530330011001005,79,974,0.0811088295687885
2323,530330011001006,30,974,0.030800821355236138
2323,530330011001007,5,974,0.00513347022587269
2323,530330011001008,148,974,0.15195071868583163
2323,530330011001009,25,974,0.02566735112936345
2323,530330011001010,44,974,0.045174537987679675
2323,530330011001011,92,974,0.0944558521560575
2323,530330011001012,75,974,0.07700205338809035
2323,530330011001013,30,974,0.030800821355236138
2323,530330011001014,89,974,0.09137577002053388
2324,530330012011000,431,824,0.5230582524271845
2324,530330012011001,32,824,0.038834951456310676
2324,530330012021000,54,824,0.06553398058252427
2324,530330012021001,58,824,0.0703883495145631
2324,530330012021002,27,824,0.032766990291262135
2324,530330012021003,38,824,0.04611650485436893
2324,530330012021005,132,824,0.16019417475728157
2324,530330012021006,52,824,0.06310679611650485
2325,530330012011002,666,666,1.0
2326,530330002011002,37,764,0.04842931937172775
2326,530330002011004,111,764,0.14528795811518325
2326,530330006012005,112,764,0.14659685863874344
2326,530330006012015,63,764,0.0824607329842932
2326,530330006012016,60,764,0.07853403141361257
2326,530330006013001,73,764,0.09554973821989529
2326,530330006013002,104,764,0.13612565445026178
2326,530330006013006,93,764,0.12172774869109948
2326,530330006013007,111,764,0.14528795811518325
2327,530330006013004,64,636,0.10062893081761007
2327,530330006013005,54,636,0.08490566037735849
2327,530330006013008,58,636,0.09119496855345911
2327,530330006013009,88,636,0.13836477987421383
2327,530330006013010,131,636,0.2059748427672956
2327,530330006013012,241,636,0.3789308176100629
2328,530330007001006,115,574,0.20034843205574912
2328,530330007001007,73,574,0.12717770034843207
2328,530330007001008,51,574,0.08885017421602788
2328,530330007001009,58,574,0.10104529616724739
2328,530330007001012,84,574,0.14634146341463414
2328,530330007001013,68,574,0.11846689895470383
2328,530330007001014,63,574,0.10975609756097561
2328,530330007001015,62,574,0.10801393728222997
2330,530330007001010,47,709,0.06629055007052186
2330,530330007001016,54,709,0.076163610719323
2330,530330007002003,56,709,0.07898448519040903
2330,530330007002004,61,709,0.08603667136812412
2330,530330007002005,35,709,0.04936530324400564
2330,530330007002006,74,709,0.10437235543018336
2330,530330007002008,27,709,0.0380818053596615
2330,530330007002009,16,709,0.022566995768688293
2330,530330007002010,71,709,0.1001410437235543
2330,530330007002011,49,709,0.0691114245416079
2330,530330007002012,151,709,0.21297602256699577
2330,530330007002013,12,709,0.01692524682651622
2330,530330007002022,56,709,0.07898448519040903
2332,530330008001011,95,368,0.25815217391304346
2332,530330008001012,92,368,0.25
2332,530330008001016,32,368,0.08695652173913043
2332,530330009001006,48,368,0.13043478260869565
2332,530330009001009,101,368,0.27445652173913043
2333,530330008001008,69,499,0.13827655310621242
2333,530330008001009,51,499,0.10220440881763528
2333,530330008001010,16,499,0.03206412825651302
2333,530330009001001,118,499,0.23647294589178355
2333,530330009001002,51,499,0.10220440881763528
2333,530330009001003,85,499,0.17034068136272545
2333,530330009001004,60,499,0.12024048096192384
2333,530330009002001,49,499,0.09819639278557114
2334,530330008001001,47,876,0.05365296803652968
2334,530330008001002,35,876,0.03995433789954338
2334,530330008001003,88,876,0.1004566210045662
2334,530330008001004,93,876,0.10616438356164383
2334,530330008001005,74,876,0.08447488584474885
2334,530330008001006,71,876,0.08105022831050228
2334,530330008001007,75,876,0.08561643835616438
2334,530330008001013,60,876,0.0684931506849315
2334,530330008001014,104,876,0.1187214611872146
2334,530330008001015,101,876,0.11529680365296803
2334,530330008001017,61,876,0.06963470319634703
2334,530330008001018,67,876,0.07648401826484018
2335,530330007003000,381,1489,0.2558764271323036
2335,530330007004000,241,1489,0.1618535930154466
2335,530330007004001,210,1489,0.14103425117528542
2335,530330007004002,185,1489,0.12424445936870383
2335,530330007004003,128,1489,0.08596373404969779
2335,530330007004004,154,1489,0.10342511752854265
2335,530330007004007,190,1489,0.12760241773002015
2336,530330007001011,51,1329,0.03837471783295711
2336,530330007002000,172,1329,0.1294206170052671
2336,530330007002001,99,1329,0.0744920993227991
2336,530330007002002,48,1329,0.03611738148984198
2336,530330007002007,101,1329,0.07599699021820917
2336,530330007003001,14,1329,0.010534236267870579
2336,530330007003002,425,1329,0.3197893152746426
2336,530330007003003,134,1329,0.10082768999247554
2336,530330007003004,41,1329,0.030850263355906696
2336,530330007003005,95,1329,0.07148231753197894
2336,530330007003009,149,1329,0.11211437170805116
2337,530330007001000,195,519,0.37572254335260113
2337,530330007001001,51,519,0.09826589595375723
2337,530330007001003,232,519,0.44701348747591524
2337,530330007001004,41,519,0.0789980732177264
2338,530330006011000,129,1019,0.12659470068694798
2338,530330006011001,140,1019,0.13738959764474976
2338,530330006011002,335,1019,0.32875368007850836
2338,530330006011005,155,1019,0.1521099116781158
2338,530330006013000,260,1019,0.25515210991167814
2339,530330002011001,135,530,0.25471698113207547
2339,530330002011003,44,530,0.0830188679245283
2339,530330002013005,142,530,0.2679245283018868
2339,530330002013006,209,530,0.39433962264150946
2340,530330002013000,718,1081,0.6641998149861239
2340,530330002013001,53,1081,0.04902867715078631
2340,530330002013002,68,1081,0.06290471785383904
2340,530330002013003,54,1081,0.04995374653098982
2340,530330002013004,142,1081,0.13135985198889916
2340,530330002013007,46,1081,0.0425531914893617
2341,530330002012007,123,952,0.12920168067226892
2341,530330002012008,101,952,0.10609243697478991
2341,530330002012009,60,952,0.06302521008403361
2341,530330002012010,96,952,0.10084033613445378
2341,530330002012011,350,952,0.36764705882352944
2341,530330002012012,138,952,0.14495798319327732
2341,530330002012013,84,952,0.08823529411764706
2342,530330002021019,98,533,0.18386491557223264
2342,530330002022000,56,533,0.1050656660412758
2342,530330002022001,68,533,0.1275797373358349
2342,530330002022002,58,533,0.10881801125703565
2342,530330002022003,59,533,0.11069418386491557
2342,530330002022004,81,533,0.15196998123827393
2342,530330002022009,50,533,0.09380863039399624
2342,530330002022010,63,533,0.11819887429643527
2343,530330002022005,47,513,0.09161793372319688
2343,530330002022006,231,513,0.4502923976608187
2343,530330002022007,64,513,0.12475633528265107
2343,530330002022008,69,513,0.13450292397660818
2343,530330002022014,102,513,0.19883040935672514
2344,530330001022006,203,1808,0.1122787610619469
2344,530330001022007,371,1808,0.2051991150442478
2344,530330001023000,666,1808,0.36836283185840707
2344,530330001023001,568,1808,0.3141592920353982
2345,530330001021015,82,359,0.22841225626740946
2345,530330001021019,127,359,0.35376044568245124
2345,530330001021022,150,359,0.4178272980501393
2346,530330001021021,136,547,0.24862888482632542
2346,530330001022000,114,547,0.20840950639853748
2346,530330001022001,201,547,0.36745886654478976
2346,530330001022002,96,547,0.17550274223034734
2347,530330002021009,33,1016,0.03248031496062992
2347,530330002021010,15,1016,0.014763779527559055
2347,530330002021013,95,1016,0.09350393700787402
2347,530330002021014,39,1016,0.038385826771653545
2347,530330002021015,108,1016,0.1062992125984252
2347,530330002021016,43,1016,0.04232283464566929
2347,530330002021017,34,1016,0.03346456692913386
2347,530330002021018,45,1016,0.04429133858267716
2347,530330002021020,108,1016,0.1062992125984252
2347,530330002022011,392,1016,0.3858267716535433
2347,530330002022013,104,1016,0.10236220472440945
2348,530330002023013,53,418,0.12679425837320574
2348,530330002023014,37,418,0.08851674641148326
2348,530330002023015,47,418,0.11244019138755981
2348,530330002023016,54,418,0.1291866028708134
2348,530330002023017,54,418,0.1291866028708134
2348,530330002023018,52,418,0.12440191387559808
2348,530330002023019,57,418,0.13636363636363635
2348,530330002023020,35,418,0.08373205741626795
2348,530330002023024,29,418,0.06937799043062201
2349,530330002012002,195,577,0.3379549393414211
2349,530330002012003,42,577,0.07279029462738301
2349,530330002012004,38,577,0.0658578856152513
2349,530330002012005,62,577,0.10745233968804159
2349,530330002012006,70,577,0.12131715771230503
2349,530330002023021,42,577,0.07279029462738301
2349,530330002023022,38,577,0.0658578856152513
2349,530330002023023,41,577,0.07105719237435008
2349,530330002023025,49,577,0.08492201039861352
2350,530330002012000,59,775,0.07612903225806451
2350,530330002012001,282,775,0.3638709677419355
2350,530330002023003,82,775,0.10580645161290322
2350,530330002023004,40,775,0.05161290322580645
2350,530330002023005,69,775,0.08903225806451613
2350,530330002023006,73,775,0.09419354838709677
2350,530330002023007,59,775,0.07612903225806451
2350,530330002023008,53,775,0.06838709677419355
2350,530330002023009,58,775,0.07483870967741936
2351,530330002021001,99,486,0.2037037037037037
2351,530330002021003,39,486,0.08024691358024691
2351,530330002023000,65,486,0.1337448559670782
2351,530330002023001,40,486,0.0823045267489712
2351,530330002023002,27,486,0.05555555555555555
2351,530330002023010,77,486,0.15843621399176955
2351,530330002023011,73,486,0.15020576131687244
2351,530330002023012,66,486,0.13580246913580246
2352,530330002021000,151,536,0.28171641791044777
2352,530330002021002,43,536,0.08022388059701492
2352,530330002021004,60,536,0.11194029850746269
2352,530330002021005,64,536,0.11940298507462686
2352,530330002021006,41,536,0.07649253731343283
2352,530330002021007,32,536,0.05970149253731343
2352,530330002021008,44,536,0.08208955223880597
2352,530330002021011,29,536,0.054104477611940295
2352,530330002021012,72,536,0.13432835820895522
2353,530330001011005,649,1451,0.4472777394900069
2353,530330001012000,155,1451,0.10682288077188146
2353,530330001012001,606,1451,0.41764300482425915
2353,530330001013000,41,1451,0.028256374913852515
2355,530330001021001,86,692,0.12427745664739884
2355,530330001021004,123,692,0.1777456647398844
2355,530330001021005,49,692,0.0708092485549133
2355,530330001021010,154,692,0.22254335260115607
2355,530330001021020,46,692,0.06647398843930635
2355,530330213001003,137,692,0.19797687861271676
2355,530330213001015,97,692,0.14017341040462428
2357,530330022001013,52,574,0.09059233449477352
2357,530330022001015,63,574,0.10975609756097561
2357,530330022002000,339,574,0.5905923344947736
2357,530330022002001,120,574,0.20905923344947736
2358,530330019003000,719,1466,0.49045020463847205
2358,530330019004003,326,1466,0.22237380627557982
2358,530330019004004,13,1466,0.008867667121418827
2358,530330019004005,7,1466,0.0047748976807639835
2358,530330019004006,401,1466,0.27353342428376537
2359,530330019002007,213,608,0.3503289473684211
2359,530330019002008,137,608,0.22532894736842105
2359,530330019002009,58,608,0.09539473684210527
2359,530330019002010,66,608,0.10855263157894737
2359,530330019002011,67,608,0.11019736842105263
2359,530330019002012,61,608,0.10032894736842106
2359,530330019004012,6,608,0.009868421052631578
2360,530330006023005,285,1213,0.23495465787304204
2360,530330012013003,777,1213,0.640560593569662
2360,530330012013005,151,1213,0.12448474855729597
2361,530330006012007,136,518,0.2625482625482625
2361,530330006012008,187,518,0.361003861003861
2361,530330006012009,121,518,0.2335907335907336
2361,530330006012010,46,518,0.0888030888030888
2361,530330006012011,28,518,0.05405405405405406
2363,530330003001019,81,638,0.12695924764890282
2363,530330003001020,55,638,0.08620689655172414
2363,530330003001021,17,638,0.02664576802507837
2363,530330003001022,51,638,0.07993730407523511
2363,530330003001023,18,638,0.02821316614420063
2363,530330003001024,29,638,0.045454545454545456
2363,530330003001025,103,638,0.1614420062695925
2363,530330003001028,43,638,0.06739811912225706
2363,530330003001029,37,638,0.05799373040752351
2363,530330003001030,26,638,0.04075235109717868
2363,530330003001031,84,638,0.13166144200626959
2363,530330003001033,55,638,0.08620689655172414
2363,530330003001034,39,638,0.061128526645768025
2364,530330003001003,21,700,0.03
2364,530330003001005,46,700,0.06571428571428571
2364,530330003001006,49,700,0.07
2364,530330003001007,107,700,0.15285714285714286
2364,530330003001014,95,700,0.1357142857142857
2364,530330003001015,46,700,0.06571428571428571
2364,530330003001016,37,700,0.05285714285714286
2364,530330003001017,37,700,0.05285714285714286
2364,530330003001018,25,700,0.03571428571428571
2364,530330003001032,13,700,0.018571428571428572
2364,530330210002001,224,700,0.32
2366,530330006012000,29,651,0.0445468509984639
2366,530330006012001,85,651,0.130568356374808
2366,530330006012002,30,651,0.04608294930875576
2366,530330006021006,76,651,0.11674347158218126
2366,530330006021007,22,651,0.03379416282642089
2366,530330006021008,154,651,0.23655913978494625
2366,530330006021009,96,651,0.14746543778801843
2366,530330006021011,70,651,0.10752688172043011
2366,530330006021012,89,651,0.13671274961597543
2367,530330002011000,963,963,1.0
2369,530330001013002,238,957,0.24869383490073146
2369,530330001022003,102,957,0.10658307210031348
2369,530330001022004,94,957,0.09822361546499478
2369,530330001022005,56,957,0.05851619644723093
2369,530330001023002,424,957,0.4430512016718913
2369,530330001023003,43,957,0.04493207941483804
2370,530330001012002,641,1342,0.47764530551415796
2370,530330001013001,701,1342,0.522354694485842
2371,530330001011000,74,1410,0.0524822695035461
2371,530330001011001,99,1410,0.07021276595744681
2371,530330001011002,290,1410,0.20567375886524822
2371,530330001011003,84,1410,0.059574468085106386
2371,530330001011004,54,1410,0.03829787234042553
2371,530330001013005,61,1410,0.04326241134751773
2371,530330001013006,76,1410,0.05390070921985816
2371,530330001021006,81,1410,0.0574468085106383
2371,530330001021007,44,1410,0.031205673758865248
2371,530330001021008,56,1410,0.03971631205673759
2371,530330001021009,29,1410,0.02056737588652482
2371,530330001021011,68,1410,0.04822695035460993
2371,530330001021012,59,1410,0.04184397163120567
2371,530330001021013,49,1410,0.03475177304964539
2371,530330001021014,46,1410,0.032624113475177303
2371,530330213001017,240,1410,0.1702127659574468
2373,530330012021009,43,2364,0.018189509306260575
2373,530330012021010,123,2364,0.05203045685279188
2373,530330012022000,513,2364,0.217005076142132
2373,530330012022001,84,2364,0.03553299492385787
2373,530330012022002,72,2364,0.030456852791878174
2373,530330012022003,106,2364,0.04483925549915398
2373,530330012023000,594,2364,0.2512690355329949
2373,530330012023001,654,2364,0.2766497461928934
2373,530330012023002,175,2364,0.07402707275803723
2375,530330039001012,55,524,0.1049618320610687
2375,530330039001013,71,524,0.13549618320610687
2375,530330039001018,51,524,0.09732824427480916
2375,530330039001019,80,524,0.15267175572519084
2375,530330039002010,46,524,0.08778625954198473
2375,530330039002011,52,524,0.09923664122137404
2375,530330039002012,24,524,0.04580152671755725
2375,530330039002013,47,524,0.08969465648854962
2375,530330039002014,48,524,0.0916030534351145
2375,530330039002015,50,524,0.09541984732824428
2377,530330022004007,270,722,0.3739612188365651
2377,530330040001009,74,722,0.10249307479224377
2377,530330040001010,133,722,0.18421052631578946
2377,530330040001011,110,722,0.1523545706371191
2377,530330040001012,67,722,0.09279778393351801
2377,530330040001013,68,722,0.09418282548476455
2378,530330022003010,204,418,0.4880382775119617
2378,530330022003011,23,418,0.05502392344497608
2378,530330022003012,191,418,0.4569377990430622
2379,530330019002000,111,816,0.13602941176470587
2379,530330019002001,24,816,0.029411764705882353
2379,530330019002002,125,816,0.15318627450980393
2379,530330019002003,45,816,0.05514705882352941
2379,530330019002013,48,816,0.058823529411764705
2379,530330019002014,59,816,0.07230392156862746
2379,530330019002015,134,816,0.1642156862745098
2379,530330019002016,133,816,0.16299019607843138
2379,530330019002017,79,816,0.09681372549019608
2379,530330019002018,58,816,0.07107843137254902
2500,530330021002000,25,554,0.04512635379061372
2500,530330021002002,176,554,0.3176895306859206
2500,530330021002006,81,554,0.14620938628158844
2500,530330021002007,258,554,0.4657039711191336
2500,530330021002008,14,554,0.02527075812274368
